LithologyCode,LithNumber,OldIDNumber,LAT,NS,LONG,EW,Continent,Country,GeogComments,start,end,LMU,Period,Stage,AgeComments,Lithology,Formation,LithComments,PrimaryReference,SeeAlso,LocalURN
L,695,L4611.1,26,N,11.1,E,Africa,Libya,Bir Nagaza region,201.3,163.5,Lower,Jurassic,,Upper Triassic  Lower Jurassic,Laterites,,lateritic beds,Youshah El Hatimi(2000),,2298
CR,696,Cr4380,-24,S,44,E,Africa,Madagascar,southwest Madagascar,201.3,163.5,Middle,Jurassic,,Flynn et al.(1997)  cite Middle Jurassic from the northwest,Crocodilians,,,Basse de Menorval(1934),,2299
CR,697,Cr4380.1,-30,S,28,E,Africa,South Africa,Stormberg,201.3,163.5,Lower,Jurassic,,,Crocodilians,,,Gow(2000),,2300
CR,698,Cr4380.2,43,N,87,E,Asia,China,Junggar Basin,201.3,163.5,Middle,Jurassic,?Bathonian-Callovian,,Crocodilians,Upper Toutunhe,,Maisch et al.(2003),,2301
CR,699,Cr4380.3,40.3,N,71.6,E,Asia,Kirghizia,northern Fergana,201.3,163.5,Middle,Jurassic,Callovian,,Crocodilians,Balabansai Suite,described Sunosuchus,Averianov(2000),,2302
CR,700,Cr4381,53,N,0,,Europe,Britain,Ilminster,201.3,163.5,Lower,Jurassic,,Lias,Crocodilians,,,Duffin(1979),,2303
CR,701,Cr4381.1,54.5,N,-0.5,W,Europe,Britain,Whitby,201.3,163.5,Lower,Jurassic,,,Crocodilians,,,Benton Taylor(1983),,2304
CR,702,Cr4381.2,45,N,-65,W,North America,Canada,Nova Scotia,201.3,163.5,Lower,Jurassic,,,Crocodilians,McCoy Brook,,Shubin et al.(1994),,2305
CR,703,Cr4381.3,44,N,-119.5,W,North America,United States,Oregon:near Suplee  eastern Oregon,201.3,163.5,Middle,Jurassic,,,Crocodilians,Weberg,,Buffetaut(1979),,2306
CR,704,Cr4382,-35,S,-68,W,South America,Argentina,Mendoza,201.3,163.5,Lower,Jurassic,,Lias,Crocodilians,,,Gasparini(1981),,2307
CR,705,Cr4383,-23,S,-68,W,South America,Chile,Cordillera de Domeyko,201.3,163.5,Lower,Jurassic,,Lias,Crocodilians,,,Chong Gasparini(1972),,2308
E,1,E3411,33,N,-5,W,Africa,,North Africa:Morocco,237,201.3,Upper,Triassic,,Triassic-Jurassic(the impression is given that the stratagraphic age dating is approximate),Evaporites,,,Tortochaux(1968),,2309
E,2,E3412,36.5,N,7,E,Africa,,North Africa:Algeria to Tunisia,237,201.3,Upper,Triassic,,Triassic-Jurassic(the impression is given that the stratagraphic age dating is approximate),Evaporites,,,Tortochaux(1968),,2310
E,3,E3413,32,N,-9.5,W,Africa,,N.Africa:Aaiun Basin northwest Africa offshore Senegal  Essaouira Basin,237,201.3,Upper,Triassic,,,Evaporites,much of this probably represents Keuper and Lias material,,Rona(1982  Table 1),,2311
E,4,E3414,29,N,0,,Africa,,N.Africa:Timimoun Basin,237,201.3,Upper,Triassic,,Triassic-Jurassic,Evaporites,,,Sonatrach(1979),,2312
E,5,E3415,30,N,8,E,Africa,Algeria,eastern Algeria,237,201.3,Upper,Triassic,,,Evaporites,,,Merabet Popov(1972),,2313
E,6,E3416,30,N,30,E,Africa,Egypt,northern Egypt,237,201.3,Upper,Triassic,Norian-Rhaetian,,Evaporites,Fadda,,Keeley et al.(1990),,2314
E,7,E3417,30,N,11,E,Africa,Libya,Tripolitania,237,201.3,Upper,Triassic,,,Evaporites,Abu Shayba,,Lefranc Guiraud(1990),,2315
E,8,E3418,33,N,-3,W,Africa,Morocco,central Morocco,237,201.3,Upper,Triassic,,are of later Triassic age by homology w Newark Series and frm paleontologic evidence,Evaporites,Newark Series,lacustrine eaporites,Lorenz(1976),see also  1988,2316
E,9,E3419,30,N,-15,W,Africa,Morocco,Essaouira and Tarfaya Basins of offshore Morocco,237,201.3,Upper,Triassic,later Triassic-earlier Jurassic,,Evaporites,,,Heyman(1989),,2317
E,10,E3419.1,18,N,5.5,E,Africa,Niger,,237,201.3,L -M -U?,Triassic,,without citing any age controls,Evaporites,top of the Bassin de Tin Mersoi?,,Bigotte Obelianne(1968),,2318
E,11,E3421,15,N,-17.5,W,Africa,Senegal,offshore Senegal,237,201.3,L -M -U?,Triassic,,,Evaporites,,,Chanut Michelet(1988),,2319
E,12,E3422,-4.5,S,54,E,Africa,Sechelles,,237,201.3,Upper,Triassic,,,Evaporites,,Reith Bank-1 well,Wolden Belle(1992  Fig. 9),,2320
E,13,E3423,5,N,45,E,Africa,South Africa,,237,201.3,Upper,Triassic,,,Evaporites,Clarens,gypsum crystals in playa deposits,Smith(1990b),see also Van Dijk et al.(1978),2321
E,14,E3423.1,-30,S,27,E,,,,237,201.3,,,,,Evaporites,,,,,2322
E,15,E3424,32,N,10,E,Africa,Tunisia,south Tunisian,237,201.3,L -M -U?,Triassic,,,Evaporites,,,Ismail(1982),,2323
E,16,E3425,33,N,11,E,Africa,Tunisia,Jeffara,237,201.3,Upper,Triassic,,,Evaporites,,,Kamoun et al.(1994),see also Peybernes et al.(1993),2324
E,17,E3426,31,N,97,E,Asia,China,Xizang and neighboring areas:Changdu,237,201.3,Upper,Triassic,,,Gypsum,Jiapila,,The Bureau of Geology and Mineral Resources of Sichuan Province(1978),,2325
E,18,E3427,27,N,101.5,E,Asia,China,S.China:Yanyuan southwest Sichuan,237,201.3,Upper,Triassic,early Carnian,,Evaporites,,coals of this region do not occur in the same beds as evaporites,Chen Chu-zhen(oral comm. 1992),,2326
E,19,E3428,35,N,79,E,Asia,India,Spiti,237,201.3,Upper,Triassic,Norian ,,Evaporites,middle member of the Nimaloksa,evaporitic material,Garzanti et al.(1995),,2327
E,20,E3429,37,N,43,E,Asia,Iraq,northern Iraq,237,201.3,Upper,Triassic,Carnian-Norian,,Evaporites,Kurra Chine,,Sadooni(1995),,2328
E,21,E3430,31,N,35,E,Asia,Israel,,237,201.3,Upper,Triassic,Carnian ,,Evaporites,,,Gerry et al.(1990),,2329
E,22,E3431,32,N,36,E,Asia,Jordan,,237,201.3,Upper,Triassic,Carnian-Norian,,Evaporites,Abu Ruweis,,Shinaq(1996),see also Sadeddin(1996),2330
E,23,E3432,28,N,50,E,Asia,Middle East,Persian Gulf region,237,201.3,L -M -U?,Triassic,,,Evaporites,,,Saint-Marc(1978),,2331
E,24,E3433,31,N,35,E,Asia,Middle East,southwestern Iran northeastern Arabia southeastern Turkey Iraq Syria Jordan Israel,237,201.3,Upper,Triassic,,,Evaporites,,,Druckman Et al.(1982  Figs. 2 3),,2332
E,25,E3433.1,22,N,97,E,Asia,Myanmar,North Shan States,237,201.3,Upper,Triassic,Carnian-Norian,ESCAP(1988  Burma 2 sheet) suggests a Carnian-Norian age for these evaporites,Evaporites,Pangno Evaporites,underlie the Loi-Series(Garson et al. 1976),Brunnschweiler(1971),,2333
E,26,E3434,35,N,37,E,Asia,Syria,,237,201.3,M  - U,Triassic,,,Evaporites,,,Gill(1965),,2334
E,27,E3435,18,N,100,E,Asia,Thailand,Khorat Basin of northeastern Thailand,237,201.3,L -M -U?,Triassic,,possibly Triassic,Evaporites,,,Hite(1973),,2335
E,28,E3436,37,N,44,E,Asia,Turkey,southeastern Turkey,237,201.3,L -M -U?,Triassic,,,Evaporites,,,Uygun(1980),see also Beydoun(1991  Fig. 12),2336
E,29,E3436.1,45,N,-5,W,,,,237,201.3,,,,,Evaporites,,,,,2337
E,30,E3436.2,55,N,5,E,,,,237,201.3,,,,,Evaporites,,,,,2338
E,31,E3437,47,N,15,E,Europe,Austria,Alpine region,237,201.3,Upper,Triassic,,,Evaporites,,,Bernoulli Wagner(1971),,2339
E,32,E3438,43,N,25,E,Europe,Bulgaria,northern Bulgaria,237,201.3,Upper,Triassic,,,Evaporites,,,Tchoumatchenco et al.(1990  p. 104),,2340
E,33,E3439,56,N,6,E,Europe,Denmark,offshore Central Graben,237,201.3,L-M-U,Triassic,Scythian to Norian,,Evaporites,,,Ziegler(1988  Pl.30),,2341
E,34,E3440,57,N,9,E,Europe,Denmark,North Danish Basin Jutland,237,201.3,L-M-U,Triassic,Scythian to Norian,,Evaporites,,,Ziegler(1988  Pl.30),,2342
E,35,E3441,45,N,0,,Europe,France,Aquitaine,237,201.3,L -M -U?,Triassic,,,Evaporites,French Keuper,,Liechti(1968),,2343
E,36,E3442,43,N,-4,W,Europe,France,Cantabrian,237,201.3,Upper,Triassic,,,Evaporites,,,Rouvier et al.(1985),,2344
E,37,E3443,43,N,0,,Europe,France,Pyrennean region,237,201.3,Upper,Triassic,,,Evaporites,,,Rouvier et al.(1985),,2345
E,38,E3444,44,N,6,E,Europe,France,Avignon region,237,201.3,Upper,Triassic,,,Evaporites,,,Rouvier et al.(1985),,2346
E,39,E3445,45,N,3,E,Europe,France,Vosge Jura Bresse and Massif Central,237,201.3,Upper,Triassic,,Muschelkalk  Keuper,Evaporites,,,Theobald Laugier(1963),,2347
E,40,E3446,44,N,7,E,Europe,France,Alpes Maritimes,237,201.3,Upper,Triassic,,Keuper ,Evaporites,,,Vernet(1963),,2348
E,41,E3447,44,N,3,E,Europe,France,Lodeve region,237,201.3,L -M -U?,Triassic,,,Evaporites,,,Lopez Mader(in Mader 1992),,2349
E,42,E3448,53,N,9,E,Europe,Germany,northwestern Germany,237,201.3,L  - U,Triassic,Scythian to Norian,,Evaporites,,,Ziegler(1988  PL. 30),,2350
E,43,E3449,49,N,9,E,Europe,Germany,Molasse Basin of southwestern Germany,237,201.3,M  - U,Triassic,Anisian to Carnian,,Evaporites,,,Ziegler(1988  PL. 30),,2351
E,44,E3450,39,N,20,E,Europe,Greece,western Greece,237,201.3,Upper,Triassic,pre-Norian,,Evaporites,,,Underhill(1988),see also Gill(1965),2352
E,45,E3451,37,N,23,E,Europe,Greece,Crete and in the Peloponnese,237,201.3,Upper,Triassic,,,Gypsum,Gypsum-Rauhwacke,,Dornsiepen Manutsoglu(1994),,2353
E,46,E3451.1,47,N,17.5,E,,,,237,201.3,,,,,Evaporites,,,,,2354
E,47,E3452,53,N,-8,W,Europe,Ireland,,237,201.3,Middle,Triassic,Anisian,see Wilson Manning(1978p. 75)  Rhaetian;Wilson et al.(2001) Anisian,Evaporites,,,Wilson(1981),,2355
E,48,E3452.1,55.2,N,-6.9,W,Europe,Ireland,Northern Ireland,237,201.3,L -M -U?,Triassic,,,Evaporites,Mercia Mudstone,anhydritic,Fyfe et al.(1993),,2356
E,49,E3453,46.5,N,13.3,E,Europe,Italy,northern Italy,237,201.3,Upper,Triassic,,,Evaporites,Raibl Burano,,Boselli Hardie(1973),,2357
E,50,E3453.1,43.5,N,12.5,E,Europe,Italy,northern Italy,237,201.3,Upper,Triassic,,,Evaporites,Raibl Burano,,Boselli Hardie(1973),,2358
E,51,E3454,41,N,15,E,Europe,Italy,Gargano Murge and Salento regions,237,201.3,Upper,Triassic,,,Evaporites,,,Carissimo et al.(1963),,2359
E,52,E3455,43,N,12,E,Europe,Italy,Tuscany,237,201.3,Upper,Triassic,,,Evaporites,,,Cocozza Gandin(1990),see also Abbate Sagri(1970) and Bortolotti et al.(1970),2360
E,53,E3456,40,N,9,E,Europe,Italy,western Sardinia,237,201.3,L -M -U?,Triassic,,Keuper,Evaporites,,,Excel(1986),,2361
E,54,E3458,54,N,5,E,Europe,Netherlands,offshore Central Graben (Netherlands coastline),237,201.3,L  - U,Triassic,Scythian to Norian,,Evaporites,(Broad Fourteens),,Ziegler(1988  PL. 30),,2362
E,55,E3459,48,N,-8.5,W,Europe,,(North Sea) and ((Portugal Basins)),237,201.3,Upper,Triassic,,((Triassic and Early Jurassic))(Keuper),Evaporites,,,Rona(1982  Table 1),,2363
E,56,E3460,63,N,4,E,Europe,Norway,Mid Norway Basin off the central coast,237,201.3,M  - U,Triassic,Ladinian and Carnian,,Evaporites,,,Ziegler(1988  PL.26),,2364
E,57,E3461,59,N,3,E,Europe,Norway,More Basin off the southwestern coast,237,201.3,M  - U,Triassic,Ladinian and Carnian,,Evaporites,,,Ziegler(1988  PL.26),,2365
E,58,E3462,71,N,20,E,Europe,Norway,,237,201.3,Upper,Triassic,Carnian and Norian,,Evaporites,,Troms 7120/12 well,Jacobsen van Veen(1984),,2366
E,59,E3463,65,N,9,E,Europe,Norway,Haltenbanken area,237,201.3,Upper,Triassic,Carnian,,Evaporites,,,Hollander(1984),,2367
E,60,E3464,61,N,2,E,Europe,Norway,Tampen Spur area,237,201.3,Upper,Triassic,Norian,,Evaporites,Norian Middle Member-Lunde Frm,evaporite pseudomorphs,Nystuen Falt(1995),,2368
E,61,E3465,52,N,20,E,Europe,Poland,Polish Trough of central Poland,237,201.3,M  - U,Triassic,Ladinian-Norian,,Evaporites,,,Ziegler(1988  PL.30),,2369
E,62,E3466,45,N,27,E,Europe,Rumania,Moesia,237,201.3,Upper,Triassic,,,Evaporites,,,Sandulescu(1990  p. 92),,2370
E,63,E3467,49,N,18,E,Europe,Slovakia,,237,201.3,L -M -U?,Triassic,,,Evaporites,Meliata,,Kantor(1975),,2371
E,64,E3468,49,N,15,E,Europe,Slovakia,Zablatie,237,201.3,Upper,Triassic,Norian,Keuper facies,Evaporites,,,Rakus et al.(1990  p. 43),,2372
E,65,E3469,42,N,-2,W,Europe,Spain,northeastern Spain,237,201.3,L -M -U?,Triassic,,Keuper and Muschelkalk,Evaporites,,,Virgili(1963),see also Calvet et al.(1990),2373
E,66,E3470,38,N,-3,W,Europe,Spain,southern Spain,237,201.3,Upper,Triassic,,,Evaporites,,Perez-Zopez(2001) cites Keuper from about 100 km west of Granada,Fernandez Dabrio(1985),,2374
E,67,E3470.1,40.3,N,-0.5,W,Europe,Spain,southeastern Iberian Ranges,237,201.3,Upper,Triassic,,,Evaporites,,,Lopez-Gomez Arche(1993),,2375
E,68,E3471,57,N,13,E,Europe,Sweden,Scania-Kattegat area,237,201.3,Upper,Triassic,Carnian,,Evaporites,,,Ziegler(1988  PL.30),,2376
E,69,E3472,47,N,8,E,Europe,Switzerland,Swiss Jura,237,201.3,L -M -U?,Triassic,,Keuper and Muschelkalk,Evaporites,,,Badoux(1963),,2377
E,70,E3472.2,53.5,N,-5,W,Europe,United Kingdom,Irish Sea area,237,201.3,M  - U,Triassic,Anisian to Norian,,Evaporites,,,Ziegler(1988  PL.29),see also Jackson et al.(1995),2378
E,71,E3472.1,55.8,N,-9.5,W,Europe,United Kingdom,Donegal Basin,237,201.3,L -M -U?,Triassic,,,Evaporites,,,Stoker et al.(1993),,2379
E,72,E3472.3,60,N,-4,E,Europe,United Kingdom,,237,201.3,L -M -U?,Triassic,,,Evaporites,,,Stoker et al.(1993),,2380
E,73,E3473,52,N,0,,Europe,United Kingdom,England:southern England,237,201.3,L -M -U?,Triassic,,Keuper,Evaporites,,,Whittaker(1980),,2381
E,74,E3474,53,N,-1,W,Europe,United Kingdom,England:Nottingham region,237,201.3,L -M -U?,Triassic,,,Evaporites,,,Mader(1992),,2382
E,75,E3475,51,N,-4,W,Europe,United Kingdom,England:south Devon,237,201.3,L -M -U?,Triassic,,,Gypsum,,gypsum and salt casts,Mader Laming(in Mader 1992),,2383
E,76,E3476,52,N,-3,W,Europe,United Kingdom,England:Bristol area,237,201.3,Upper,Triassic,,Keuper,Evaporites,,cauliflower chert nodules anhydrite relicts and other evidence,Tucker(1976),,2384
E,77,E3477,52.5,N,-2,W,Europe,United Kingdom,England:Droitwich area,237,201.3,Upper,Triassic,,Keuper,Evaporites,,,Poole Williams(1980),,2385
E,78,E3478,51,N,-2,W,Europe,United Kingdom,England:White Lias near Weymouth,237,201.3,L -M -U?,Triassic,,,Evaporites,,Winterborne Kingston borehole,Rhys et al.(1982),,2386
E,79,E3478.1,51,N,-2,W,Europe,United Kingdom,England:southern North Sea ,237,201.3,L -M -U?,Triassic,,,Evaporites,,,Cameron et al.(1992),,2387
E,80,E3478.2,53.5,N,-2.25,W,,,,237,201.3,,,,,Evaporites,,,,,2388
E,81,E3479,51,N,-3,W,Europe,United Kingdom,Wales:South Wales,237,201.3,Upper,Triassic,,Keuper,Evaporites,,,Tucker(1978a),,2389
E,82,E3480,52,N,-3,W,Europe,United Kingdom,Wales:South Wales,237,201.3,Upper,Triassic,,,Evaporites,Mercia Mudstone Group,,Leslie Tucker(1994),,2390
E,83,E3481,43,N,17,E,Europe,Frm Yugoslavia,western Balkans,237,201.3,Upper,Triassic,pre-Norian,Permo-Triassic,Evaporites,,,Gill(1965),,2391
E,84,E3483,44,N,-62,W,North America,,Offshore eastern North America:Cuba (Scotian Shelf),237,201.3,Upper,Triassic,,,Evaporites,(Argo),,Rona(1982  Table 1),,2392
E,85,E3484,53,N,-50,W,North America,,Offshore eastern North America:offshore eastern U.S. eastern Greenland,237,201.3,Upper,Triassic,,,Evaporites,,,Rona(1982  Table 1),,2393
E,86,E3485,32,N,-78,W,North America,,Offshore eastern North America:Carolinas,237,201.3,Upper,Triassic,,Late Triassic-Early Jurassic,Evaporites,,,Dillon et al.(1988),,2394
E,87,E3486,19,N,-16,W,North America,,Offshore eastern North America:Grand Banks Lusitania Mauretania ,237,201.3,Upper,Triassic,,Upper Triassic-Lower Jurassic,Evaporites,,,Manspeizer(1988),see also Welsink et al.(1989),2395
E,88,E3487,59,N,-120,W,North America,Canada,Alberta & British Columbia:northern Alberta British Columbia,237,201.3,Upper,Triassic,Carnian,,Evaporites,,,McCrossan Glaister(1966),,2396
E,89,E3487.1,51,N,-115.5,W,North America,Canada,Alberta & British Columbia:Canadian Rocky Mountians,237,201.3,Upper,Triassic,,,Evaporites,Starlight Evaporite Member,,Gibson(1974),,2397
E,90,E3487.2,52.75,N,-117.6,W,North America,Canada,Alberta & British Columbia:Canadian Rocky Mountians,237,201.3,Upper,Triassic,,,Evaporites,Starlight Evaporite Member,,Gibson(1974),,2398
E,91,E3488,55,N,-119,W,North America,Canada,Alberta & British Columbia,237,201.3,Upper,Triassic,,,Evaporites,Charlie Lake,,Willis Moslow(1994),,2399
E,92,E3489,45,N,-65,W,North America,Canada,Nova Scotia,237,201.3,Upper,Triassic,,,Evaporites,Blomidon,,Smoot(1991  Fig. 13),see also Hubert Hyde(1982) Hubert et al.(1976 1978);Mertz Hubert(1990),2400
E,93,E3489.1,61,N,-139,W,North America,Canada,Yukon:Wrangell Mountians and Eastern Alaska Range,237,201.3,Upper,Triassic,,,Evaporites,(U.sedimentary div of the Mush Lake Group) McCarthy Frm,(equals Chitistone and Nizina limestones),Muller(1967),,2401
E,94,E3489.2,71.5,N,-23,W,North America,Greenland,,237,201.3,Upper,Triassic,Carnian,,Evaporites,Gipsdalen,,Clemmensen et al.(1998),,2402
E,95,E3492,17,N,-91,W,North America,Mexico,Chiapas:adjacent Guatemala,237,201.3,L -M -U?,Triassic,,poorly dated,Evaporites,,,Peterson(1983),,2403
E,96,E3491,17,N,-95,W,North America,Mexico,Oaxaca:Isthmus of Tehuantepec region,237,201.3,Upper,Triassic,,Triassic-Jurassic; Salvador(1991) may be Bathonian-Callovian age,Evaporites,,,Castillon Larios(1963),,2404
E,97,E3493,62,N,-144,W,North America,United States,Alaska:Wrangell Mountians of southern Alaska,237,201.3,Upper,Triassic,,Armstrong  MacKevett(1975) discuss U. Triassic evaporites frm the Wrangell Mountians,Evaporites,,"""relicts of evaporites""",Jones et al.(1977),,2405
E,98,E3494,62,N,-143,W,North America,United States,Alaska:Wrangell Mountians west of the Denali Fault,237,201.3,Upper,Triassic,,,Evaporites,Chitistone,,Armstrong MacKevett(1975),,2406
E,99,E3494.1,36,N,-115,W,North America,United States,Nevada:southern Nevada,237,201.3,L -M -U?,Triassic,,,Evaporites,Chinle,,Johnson et al.(1989),,2407
E,100,E3495,40,N,171.5,W,North America,United States,Nevada:Lovelock region,237,201.3,Upper,Triassic,Norian,,Evaporites,Byer Canyon Bernice HoltCanyon Mud Springs Canyon Winnemucca,,Lucas Huber(1994),,2408
E,101,E3495.1,30.5,N,-114.5,W,North America,United States,Nevada,237,201.3,L -M -U?,Triassic,,,Evaporites,Chinle,,Longwell(1928),,2409
E,102,E3496,41,N,-75,W,North America,United States,New Jersey and eastern Pennsylvania:west-central New Jersey eastern Pennsylvania,237,201.3,Upper,Triassic,,,Evaporites,,lacustrine evaporites  including analcime,Van Houten(1964 1965 1987),see also Hawkins (1928) Schaller(1932) Smoot(1991  Figs. 19 20),2410
E,103,E3497,35.5,N,-79,W,North America,United States,North Carolina,237,201.3,L -M -U?,Triassic,,,Evaporites,Cumnock (Pekin),evaporite nodules (gypsum),Textoris Gore(1994),,2411
E,104,E3498,45,N,-117,W,North America,United States,Oregon:near Enterprize,237,201.3,Upper,Triassic,Carnian-Norian,,Evaporites,BC Creek Unit-Martin Bridge,,Follo(1994),,2412
E,105,E3499,33,N,-103,W,North America,United States,Texas Panhandle & eastern New Mexico,237,201.3,L -M -U?,Triassic,,,Evaporites,Dockum Group,nonmarine evaporites,McGowen et al.(1983),,2413
E,106,E3500,40.5,N,-110,W,North America,United States,Utah:near Vernal,237,201.3,L -M -U?,Triassic,,,Evaporites,upper Chinle,analcime,Keller(1953),,2414
E,107,E3501,38,N,-78,W,North America,United States,Virginia:Culpeper Basin,237,201.3,Upper,Triassic,Carnian-Norian,,Evaporites,Balls Bluff Siltstone,evaporitic sediments,Gore(1988 1989 1994),see also Thayer(1970),2415
E,108,E3502,43,N,-107,W,North America,United States,Wyoming,237,201.3,L -M -U?,Triassic,,,Evaporites,Popo Agie Member of the Chugwater Frm,analcime,High Picard(1965),see also Keller(1952),2416
E,109,E3503,-36,S,-67,W,South America,Argentina,central and western Argentina,237,201.3,Upper,Triassic,,,Evaporites,,,Benavides(1968  p. 260-262),,2417
E,110,E3504,-30,S,-66,W,South America,Argentina,La Rioja,237,201.3,Upper,Triassic,Norian,,Evaporites,Los Colorados,,Rougier et al.(1995),,2418
E,111,E3505,-19,S,-66,W,South America,Bolivia,south-central Bolivia,237,201.3,Upper,Triassic,,,Evaporites,,,Benavides(1968  p. 260-262),,2419
E,112,E3507,-25.5,S,-70.5,W,South America,Chile,Atacama region,237,201.3,Upper,Triassic,,,Evaporites,(Cifuncho),,Suarez Bell(1987;((1994)),,2420
E,113,E3508,-14,S,-72,W,South America,Peru,,237,201.3,Upper,Triassic,,,Evaporites,,,Benavides(1968  p. 260-262),,2421
E,114,E3509,-11.5,S,-76,W,South America,Peru,Malpaso region,237,201.3,Upper,Triassic,Norian-Rhaetian,,Evaporites,Chambara,,Blau et al.(1994),,2422
CA,115,CA3510,-30,S,25,E,Africa,South Africa,,237,201.3,Upper,Triassic,,,Calcretes,Elliott,,Smith(1990b),,2423
CA,116,CA3512,15,N,77,E,Asia,India,southern India,237,201.3,L -M -U?,Triassic,,,Calcretes,Maleri,,Sarkar(1988),,2424
CA,117,CA3513,19,N,79,E,Asia,India,,237,201.3,Upper,Triassic,,,Calcretes,Maleri Dharmaran,,Bandyopadhyay(1988),,2425
CA,118,CA3514,43,N,24,E,Europe,Bulgaria,,237,201.3,Upper,Triassic,,,Calcretes,,numerous examples,Mader Catalov(in Mader 1992),,2426
CA,119,CA3515,44,N,3,E,Europe,France,Lodeve region of southern France,237,201.3,Upper,Triassic,,,Calcretes,,,Lopez Mader(1985; 1992  in Mader  1992),,2427
CA,120,CA3516,44,N,4,E,Europe,France,the Vans,237,201.3,Upper,Triassic,,Keuper,Calcretes,,dolocrete,Spy-Anderson(1980/1981),,2428
CA,121,CA3517,52,N,-9,W,Europe,Germany,,237,201.3,Upper,Triassic,,Keuper and Buntsandstein,Calcretes,German Keuper and (German Buntsandstein)?,calcretes and gypcrete(numerous calcrete occurences),Mader(1990),,2429
CA,122,CA3518,46,N,12,E,Europe,Italy,southern Alps,237,201.3,Upper,Triassic,late Rhaetian,,Calcretes,Late Rhaetian Calcare Massiccio,carbonate calcretes,Bernoulli Wagner(1971),,2430
CA,123,CA3519,44,N,16,E,Europe,Italy,southern Apennines,237,201.3,Upper,Triassic,late Rhaetian,,Calcretes,Late Rhaetian Calcare Massiccio,carbonate calcretes,Bernoulli Wagner(1971),,2431
CA,124,CA3519.1,43.5,N,10.5,E,Europe,Italy,,237,201.3,Upper,Triassic,Carnic,to later Triassic,Calcretes,Tuscan Verrucano Group,calcrete horizons,Vai(written comm. 1997),,2432
CA,125,CA3520,61.5,N,2,E,Europe,Norway,,237,201.3,M  - U,Triassic,Ladinian-Rhaetian,,Calcretes,Lunde,calcrete nodules,Jorde Diesen(1992),,2433
CA,126,CA3521,61,N,2,E,Europe,Norway,Tampen Spur area,237,201.3,Upper,Triassic,Carnian-Rhaetian,,Calcretes,Upper Member-Lunde Frm,,Nystuen Falt(1995),see also Beyer Lundschien(2000),2434
CA,127,CA3522,49,N,20,E,Europe,Poland,Tatra,237,201.3,L -M -U?,Triassic,,,Calcretes,,,Mader(1992),,2435
CA,128,CA3523,38,N,-3,W,Europe,Spain,southeastern Spain,237,201.3,M  - U,Triassic,Ladinian-Norian,,Calcretes,,calcretes from redbeds,Fernandez Dabrio(1985),,2436
CA,129,CA3523.1,56,N,13,E,Europe,Sweden,southwestern Scania,237,201.3,Upper,Triassic,Carnian,,Calcretes,,,Ahlberg et al.(2002),,2437
CA,130,CA3524,51,N,-3,W,Europe,United Kingdom,England:south Devon,237,201.3,L -M -U?,Triassic,,,Calcretes,,,Mader Laming(in Mader 1992),,2438
CA,131,CA3525,57,N,-5,W,Europe,United Kingdom,Scotland:western Scotland,237,201.3,L -M -U?,Triassic,,,Calcretes,New Red Sandstone,,Steel(1974),,2439
CA,132,CA3526,55,N,-4,W,Europe,United Kingdom,Scotland:South Ayrshire,237,201.3,L -M -U?,Triassic,,,Calcretes,New Red Sandstone,,Burgess(1961),,2440
CA,133,CA3527,58,N,-3,W,Europe,United Kingdom,Scotland,237,201.3,Upper,Triassic,Rhaetic,dated as Rhartic by Cameron(1993),Calcretes,Stotfield Cherty Rock(Stotfield Calcrete Frm),(Cameron 1993),Linsley et al.(1980),,2441
CA,134,CA3528,52,N,-2,W,Europe,United Kingdom,Wales:South Wales,237,201.3,Upper,Triassic,,,Calcretes,,,Tucker(1977),,2442
CA,135,CA3529,45,N,-66.5,W,North America,Canada,New Brunswick:southern New Brunswick,237,201.3,L -M -U?,Triassic,,,Calcretes,,Lepreau,MacNaughton.Pickerill(1995),,2443
